YEAR,MONTH,TAVG,TMAX,TMIN,HTDD,CLDD,ABSMAX,ABSMAX_DATE,ABSMIN,ABSMIN_DATE,ABS_RANGE,DX32,DX0,DT0,DT-18,PRCP,PRCPMAX,PRCPMAX_DATE,SNOW,SNOWMAX,SNOWMAX_DATE,DP.25,DP2.5,DP25X
2014,6,15.67,21.94,9.33,87.22222222,7.222222222,28.88888889,3,2.222222222,1,26.66666667,0,0,0,0,124.206,28.194,13,NaN,NaN,,11,7,2
2014,7,17.39,23.11,11.61,58.33333333,28.33333333,28.33333333,2,6.111111111,25,22.22222222,0,0,0,0,110.998,31.75,29,NaN,NaN,,12,11,1
2014,8,15.94,21.28,10.61,77.22222222,2.777777778,25,28,5.555555556,19,19.44444444,0,0,0,0,102.108,20.574,4,NaN,NaN,,16,10,0
2014,9,12.83,19.06,6.67,172.7777778,8.333333333,26.66666667,6,-1.666666667,19,28.33333334,0,0,2,0,61.468,21.336,3,NaN,NaN,,9,6,0
2014,10,8,12.67,3.33,320.5555556,0,22.22222222,16,-2.777777778,31,25,0,0,13,0,89.662,17.78,4,0,0,31,19,10,0
2014,11,-0.28,3.22,-3.72,557.7777778,0,13.88888889,25,-11.66666667,29,25.55555556,0,10,26,0,69.342,15.24,27,439.42,228.6,27,23,6,0
2014,12,-3.5,-0.17,-6.83,676.6666667,0,8.333333333,1,-16.66666667,5,25,0,18,28,0,103.886,29.21,25,548.64,355.6,13,19,10,1
2015,1,-12.56,-5.72,-19.33,956.6666667,0,7.777777778,5,-30.55555556,8,38.33333334,0,28,31,18,42.672,19.05,4,472.44,330.2,31,14,5,0
2015,2,-15.94,-9.17,-22.72,959.4444444,0,-1.111111111,23,-30,17,28.88888889,0,28,28,22,41.402,6.858,8,756.92,609.6,23,15,7,0
2015,3,-7.28,-0.72,-13.78,793.3333333,0,7.222222222,17,-30.55555556,6,37.77777778,0,17,31,9,23.622,8.636,27,213.36,609.6,2,14,3,0
2015,4,3,8.61,-2.67,460,0,19.44444444,14,-11.11111111,1,30.55555555,0,1,24,0,88.392,29.21,21,48.26,381,2,16,9,1
2015,5,13.83,21.28,6.39,155,16.11111111,28.33333333,9,-2.222222222,23,30.55555555,0,0,8,0,101.346,41.402,31,NaN,NaN,,9,5,2
2015,6,14.83,19.83,9.89,108.8888889,4.444444444,26.11111111,15,0,7,26.11111111,0,0,1,0,243.586,40.64,23,0,0,30,20,16,3
2015,7,17.61,23.56,11.67,48.33333333,25.55555556,29.44444444,30,5,16,24.44444444,0,0,0,0,83.058,14.224,26,0,0,31,14,10,0
2015,8,17.44,23.28,11.61,47.22222222,19.44444444,28.33333333,18,6.111111111,28,22.22222222,0,0,0,0,82.296,25.4,25,0,0,31,10,6,1
2015,9,16.06,22.39,9.67,87.77777778,18.88888889,28.33333333,10,1.111111111,27,27.22222222,0,0,0,0,137.922,72.898,30,0,0,30,9,6,2
2015,10,5.89,11.5,0.28,385.5555556,0,20.55555556,13,-8.888888889,19,29.44444445,0,1,16,0,133.096,64.262,29,5.08,0,19,18,9,1
2015,11,3.17,8.33,-2.11,456.1111111,0,18.33333333,7,-8.888888889,29,27.22222222,0,3,21,0,40.386,12.7,20,43.18,25.4,25,15,5,0
2015,12,1.28,5,-2.44,528.8888889,0,16.66666667,25,-10,29,26.66666667,0,5,21,0,120.904,17.272,24,185.42,101.6,31,20,11,0
2016,1,-8.06,-2.89,-13.17,817.7777778,0,6.666666667,11,-22.77777778,6,29.44444445,0,21,31,8,49.276,26.67,11,441.96,203.2,18,19,3,1
2016,2,-6.06,-0.72,-11.33,706.6666667,0,8.888888889,29,-31.11111111,14,40,0,15,29,8,107.188,47.752,25,347.98,304.8,16,15,7,1
2016,3,-0.39,5.33,-6.11,580.5555556,0,17.77777778,10,-17.22222222,5,35,0,5,27,0,84.582,13.462,29,132.08,127,8,18,10,0
2016,4,2.56,9.06,-3.94,473.3333333,0,22.22222222,18,-20,5,42.22222222,0,3,26,1,77.978,28.194,8,180.34,101.6,5,14,6,1
2016,5,11.17,17.89,4.44,231.6666667,9.444444444,28.88888889,29,-3.888888889,10,32.77777778,0,0,8,0,53.086,15.748,3,5.08,0,16,15,6,0
2016,6,15,21.33,8.67,107.7777778,8.333333333,27.77777778,27,3.888888889,17,23.88888889,0,0,0,0,96.774,27.432,6,0,0,30,15,8,2
2016,7,18.56,24.56,12.56,31.66666667,38.33333333,28.33333333,23,7.222222222,20,21.11111111,0,0,0,0,90.678,32.258,10,0,0,31,8,6,1
2016,8,18.94,24.17,13.78,21.66666667,40.55555556,29.44444444,12,6.111111111,23,23.33333333,0,0,0,0,157.988,43.18,2,0,0,31,18,6,3
2016,9,14.56,20.83,8.28,121.6666667,7.777777778,26.66666667,9,-1.111111111,25,27.77777778,0,0,1,0,42.926,13.97,18,0,0,30,9,5,0
2016,10,7.89,12.61,3.17,323.3333333,0,23.33333333,19,-6.111111111,27,29.44444444,0,0,12,0,106.426,24.892,21,124.46,76.2,28,16,7,0
2016,11,2,6.56,-2.56,490.5555556,0,17.77777778,3,-7.222222222,24,25,0,5,27,0,84.582,22.098,16,231.14,127,25,18,10,0
2016,12,-5.61,-1,-10.22,742.7777778,0,7.222222222,1,-25,16,32.22222222,0,18,30,8,89.916,21.082,18,690.88,355.6,30,24,9,0
2017,1,-6.11,-1.11,-11.06,757.2222222,0,7.777777778,13,-25.55555556,9,33.33333334,0,18,31,8,78.486,19.304,24,523.24,457.2,30,14,8,0
2017,2,-5,0.17,-10.22,653.8888889,0,14.44444444,26,-21.66666667,1,36.11111111,0,17,28,2,115.062,33.274,26,784.86,762,17,15,7,2
2017,3,-6.56,-0.72,-12.33,771.1111111,0,11.66666667,2,-22.77777778,18,34.44444445,0,14,31,9,79.756,41.402,15,769.62,812.8,15,17,7,1
2017,4,6.22,11.94,0.5,363.8888889,0,22.77777778,28,-5.555555556,3,28.33333334,0,0,18,0,134.874,32.004,7,144.78,482.6,1,18,11,1
2017,5,9.78,14.83,4.78,271.1111111,6.666666667,28.88888889,19,-3.333333333,4,32.22222222,0,0,5,0,167.894,25.4,31,20.32,0,9,23,16,1
2017,6,15.06,20.17,9.89,115,16.66666667,28.33333333,13,2.777777778,7,25.55555555,0,0,0,0,126.492,23.368,7,0,0,30,18,12,0
2017,7,17.17,22.22,12.11,46.11111111,10,26.66666667,13,5,30,21.66666667,0,0,0,0,208.534,61.468,8,0,0,31,17,11,4
2017,8,16.11,22,10.22,80,11.11111111,26.66666667,5,3.333333333,27,23.33333334,0,0,0,0,108.712,28.194,18,0,0,31,13,7,1
2017,9,14.56,20.72,8.28,123.8888889,10,28.88888889,25,0,2,28.88888889,0,0,1,0,61.214,19.812,6,0,0,30,12,7,0
2017,10,10,16.28,3.72,257.7777778,0,23.88888889,5,-4.444444444,18,28.33333333,0,0,9,0,113.792,44.45,30,0,0,31,16,8,1
2017,11,-0.78,3.83,-5.44,573.8888889,0,13.33333333,4,-13.88888889,28,27.22222222,0,9,28,0,68.834,16.002,6,83.82,25.4,28,17,6,0
2017,12,-8.56,-4.28,-12.89,834.4444444,0,7.777777778,6,-27.77777778,30,35.55555556,0,22,31,9,96.012,30.988,6,878.84,406.4,26,20,10,1
2018,1,-10.94,-5.28,-16.56,907.2222222,0,9.444444444,13,-31.11111111,8,40.55555555,0,21,30,16,107.188,49.784,13,304.8,406.4,9,16,6,1
2018,2,-5.22,0.06,-10.5,659.4444444,0,17.77777778,22,-22.22222222,13,40,0,14,27,4,72.136,16.256,8,591.82,533.4,10,18,11,0
2018,3,-3.44,1.17,-8.11,675.5555556,0,10.55555556,1,-20.55555556,20,31.11111112,0,16,31,4,51.054,11.684,30,584.2,508,15,16,6,0
2018,4,0.06,4.61,-4.5,548.3333333,0,17.22222222,25,-13.88888889,8,31.11111111,0,5,25,0,141.986,32.258,26,264.16,330.2,7,18,11,1
2018,5,12.67,19.61,5.72,178.8888889,2.777777778,26.66666667,30,-2.777777778,12,29.44444445,0,0,3,0,52.07,13.462,20,0,0,31,11,6,0
2018,6,14.56,20.67,8.5,123.8888889,11.11111111,28.33333333,19,1.666666667,11,26.66666666,0,0,0,0,44.196,12.192,28,0,0,30,13,5,0
2018,7,19.56,26.22,12.94,26.11111111,64.44444444,32.22222222,2,4.444444444,7,27.77777778,1,0,0,0,60.452,19.558,26,0,0,31,13,5,0
2018,8,19.33,24.44,14.17,20,50.55555556,30,30,7.222222222,31,22.77777778,0,0,0,0,58.42,15.494,18,0,0,31,14,6,0
2018,9,15.28,20.5,10,116.6666667,24.44444444,30,6,1.111111111,30,28.88888889,0,0,0,0,122.936,44.196,11,0,0,30,13,7,1
2018,10,6.17,10.22,2.11,377.2222222,0,23.33333333,11,-5,31,28.33333333,0,1,15,0,103.886,16.002,28,17.78,0,30,22,11,0
2018,11,-2.22,1.44,-5.83,616.1111111,0,12.77777778,3,-26.11111111,24,38.88888889,0,10,25,3,168.91,31.242,10,922.02,381,29,23,11,2
2018,12,-6.06,-1.06,-11.06,756.1111111,0,10.55555556,22,-23.88888889,8,34.44444445,0,21,31,4,96.012,35.56,21,243.84,355.6,1,17,7,1
